sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_1601_r0	POU6F1	513.58	262.47	513.58	262.47	-0.96578	31529	6776.4	3.0505	0.0011423	0.99886	0.0022845	0.65272	False
s_2638_r0	MBD2	138.16	261.41	138.16	261.41	0.91507	7595.4	1823	2.8867	0.99805	0.0019477	0.0038955	0.9996	True
s_3040_r0	IKZF2	404.01	614.53	404.01	614.53	0.60389	22161	5330.6	2.8835	0.99803	0.0019665	0.003933	0.9996	True
s_3812_r0	SOX17	444.02	224.52	444.02	224.52	-0.98063	24091	5858.6	2.8678	0.0020668	0.99793	0.0041337	0.9996	False
s_5140_r0	HES5	572.66	817.97	572.66	817.97	0.51362	30089	7555.9	2.8221	0.99761	0.0023854	0.0047707	0.9996	True
s_1690_r0	RFX3	512.63	283.55	512.63	283.55	-0.85205	26239	6763.8	2.7854	0.0026729	0.99733	0.0053458	0.9996	False
s_663_r0	GTF2I	367.8	560.77	367.8	560.77	0.60716	18620	4852.9	2.7702	0.9972	0.0028015	0.0056029	0.9996	True
s_3352_r0	YBX2	80.992	4.2163	80.992	4.2163	-3.9744	2947.2	1068.6	2.7672	0.002827	0.99717	0.005654	0.9996	False
s_1949_r0	TBX1	214.39	359.44	214.39	359.44	0.74282	10520	2828.7	2.7273	0.99681	0.0031929	0.0063859	0.9996	True
s_3882_r0	ZSCAN5A	462.13	251.93	462.13	251.93	-0.8727	22093	6097.5	2.6919	0.0035522	0.99645	0.0071043	0.9996	False
s_4228_r0	ZNF766	911.87	1204.8	911.87	1204.8	0.40153	42910	12032	2.6707	0.99622	0.0037843	0.0075686	0.9996	True
s_5245_r0	FOXB2	370.66	184.47	370.66	184.47	-1.0028	17334	4890.6	2.6624	0.0038789	0.99612	0.0077578	0.9996	False
s_3116_r0	OTP	298.24	463.8	298.24	463.8	0.6353	13705	3935.1	2.6392	0.99584	0.0041551	0.0083103	0.9996	True
s_5403_r0	Non-Targeting Control	370.66	188.68	370.66	188.68	-0.97039	16557	4890.6	2.6021	0.0046322	0.99537	0.0092643	0.9996	False
s_3525_r0	ZNF415	266.8	112.79	266.8	112.79	-1.2348	11859	3520.2	2.596	0.0047159	0.99528	0.0094319	0.9996	False
s_2146_r0	TRPS1	305.86	141.25	305.86	141.25	-1.1092	13549	4035.7	2.5913	0.0047805	0.99522	0.009561	0.9996	False
s_5889_r0	Non-Targeting Control	105.77	202.38	105.77	202.38	0.92976	4667.6	1395.5	2.5864	0.99514	0.0048606	0.0097211	0.9996	True
s_329_r0	E2F3	209.63	73.786	209.63	73.786	-1.4938	9226.2	2765.9	2.5853	0.0048651	0.99513	0.0097302	0.9996	False
s_3359_r0	LEF1	328.73	162.33	328.73	162.33	-1.0135	13845	4337.4	2.5267	0.0057578	0.99424	0.011516	0.9996	False
s_4314_r0	FOXP2	605.06	379.47	605.06	379.47	-0.67166	25444	7983.4	2.5247	0.0057892	0.99421	0.011578	0.9996	False
s_2553_r0	DPF1	133.4	239.28	133.4	239.28	0.83819	5605.2	1760.1	2.5237	0.99419	0.0058102	0.01162	0.9996	True
s_5897_r0	Non-Targeting Control	657.46	423.74	657.46	423.74	-0.63251	27312	8674.8	2.5094	0.0060474	0.99395	0.012095	0.9996	False
s_5580_r0	Non-Targeting Control	867.09	599.77	867.09	599.77	-0.53102	35728	11441	2.4992	0.0062245	0.99378	0.012449	0.9996	False
s_2158_r0	NR1H2	199.14	72.732	199.14	72.732	-1.4407	7990	2627.6	2.4688	0.0067789	0.99322	0.013558	0.9996	False
s_759_r0	FOXA1	291.57	443.77	291.57	443.77	0.60428	11582	3847.1	2.4539	0.99293	0.0070668	0.014134	0.9996	True
s_2518_r0	MAFK	245.83	106.46	245.83	106.46	-1.1997	9712.1	3243.6	2.4475	0.0071921	0.99281	0.014384	0.9996	False
s_5719_r0	Non-Targeting Control	702.25	469.07	702.25	469.07	-0.58116	27186	9265.7	2.4224	0.0077091	0.99229	0.015418	0.9996	False
s_3629_r0	ZNF304	412.58	234.01	412.58	234.01	-0.81547	15944	5443.8	2.4203	0.0077539	0.99225	0.015508	0.9996	False
s_5997_r0	EGFP	463.08	275.12	463.08	275.12	-0.7491	17666	6110.1	2.4047	0.0080937	0.99191	0.016187	0.9996	False
s_4678_r0	ZNF550	640.31	419.53	640.31	419.53	-0.60883	24373	8448.5	2.402	0.0081522	0.99185	0.016304	0.9996	False
s_2304_r0	ZNF41	571.71	363.66	571.71	363.66	-0.65124	21642	7543.3	2.3954	0.008301	0.9917	0.016602	0.9996	False
s_3153_r0	SPDEF	370.66	203.44	370.66	203.44	-0.8623	13981	4890.6	2.3911	0.0083985	0.9916	0.016797	0.9996	False
s_3269_r0	CD274	1188.2	889.65	1188.2	889.65	-0.41706	44565	15678	2.3844	0.0085542	0.99145	0.017108	0.9996	False
s_3928_r0	LIN28A	79.086	156	79.086	156	0.97119	2958.2	1043.5	2.3812	0.99131	0.0086917	0.017383	0.9996	True
s_2988_r0	PRDM4	444.02	626.13	444.02	626.13	0.49487	16581	5858.6	2.3791	0.99132	0.0086771	0.017354	0.9996	True
s_412_r0	EN1	171.51	284.6	171.51	284.6	0.72732	6394.8	2263	2.3773	0.99128	0.0087209	0.017442	0.9996	True
s_5082_r0	ZNF879	268.7	128.6	268.7	128.6	-1.0573	9814.5	3545.4	2.3531	0.0093087	0.99069	0.018617	0.9996	False
s_5327_r0	BTNL10	717.49	489.1	717.49	489.1	-0.55191	26082	9466.9	2.3474	0.009453	0.99055	0.018906	0.9996	False
s_4189_r0	ZFHX2	256.31	120.17	256.31	120.17	-1.0866	9268.3	3381.9	2.3414	0.0096066	0.99039	0.019213	0.9996	False
s_2064_r0	TFAP4	334.45	179.19	334.45	179.19	-0.89653	12052	4412.8	2.3371	0.0097161	0.99028	0.019432	0.9996	False
s_1668_r0	REL	46.689	3.1623	46.689	3.1623	-3.5182	947.3	616.04	2.324	0.010064	0.98994	0.020128	0.9996	False
s_47_r0	ARNTL	205.81	325.71	205.81	325.71	0.65969	7187.8	2715.6	2.3008	0.9893	0.010702	0.021403	0.9996	True
s_1886_r0	SREBF1	320.16	468.01	320.16	468.01	0.54636	10931	4224.3	2.2749	0.98855	0.011454	0.022909	0.9996	True
s_3327_r0	C6orf48	575.52	377.36	575.52	377.36	-0.60759	19633	7593.6	2.2739	0.011485	0.98852	0.022969	0.9996	False
s_5631_r0	Non-Targeting Control	213.44	94.868	213.44	94.868	-1.1614	7029.3	2816.2	2.2352	0.012703	0.9873	0.025406	0.9996	False
s_5746_r0	Non-Targeting Control	115.29	202.38	115.29	202.38	0.80643	3792.4	1521.2	2.2329	0.9872	0.012797	0.025594	0.9996	True
s_5818_r0	Non-Targeting Control	212.48	329.93	212.48	329.93	0.63239	6896.6	2803.6	2.2181	0.98672	0.013275	0.026551	0.9996	True
s_762_r0	FOXA2	179.13	72.732	179.13	72.732	-1.2887	5660.8	2363.6	2.1917	0.0142	0.9858	0.0284	0.9996	False
s_1788_r0	SIM2	213.44	99.084	213.44	99.084	-1.0993	6538.3	2816.2	2.1556	0.015558	0.98444	0.031117	0.9996	False
s_357_r0	EGR2	170.56	68.516	170.56	68.516	-1.3033	5206.4	2250.4	2.1551	0.015576	0.98442	0.031153	0.9996	False
s_2067_r0	TFCP2	477.37	648.26	477.37	648.26	0.44066	14601	6298.7	2.1532	0.98435	0.015651	0.031302	0.9996	True
s_5622_r0	Non-Targeting Control	1394	1104.7	1394	1104.7	-0.33534	41855	18393	2.1334	0.016448	0.98355	0.032896	0.9996	False
s_4925_r0	ZNF547	655.56	853.81	655.56	853.81	0.38068	19652	8649.7	2.1317	0.98348	0.016517	0.033034	0.9996	True
s_3241_r0	TAF5L	373.51	522.83	373.51	522.83	0.48407	11147	4928.3	2.1269	0.98329	0.016714	0.033429	0.9996	True
s_3229_r0	FOXB1	567.89	384.74	567.89	384.74	-0.56053	16773	7493	2.1159	0.017179	0.98282	0.034357	0.9996	False
s_505_r0	FOXF2	150.55	56.921	150.55	56.921	-1.3876	4383.2	1986.4	2.109	0.017473	0.98253	0.034945	0.9996	False
s_1296_r0	MYC	215.34	103.3	215.34	103.3	-1.0526	6276.7	2841.3	2.1025	0.017753	0.98225	0.035506	0.9996	False
s_1065_r0	IL17A	991.91	751.56	991.91	751.56	-0.39985	28883	13088	2.1009	0.017825	0.98218	0.035649	0.9996	False
s_3598_r0	PRDM9	378.28	232.95	378.28	232.95	-0.69704	10560	4991.2	2.057	0.019841	0.98016	0.039683	0.9996	False
s_714_r0	HLA-DPB1	537.4	364.71	537.4	364.71	-0.55797	14911	7090.7	2.0508	0.020144	0.97986	0.040287	0.9996	False
s_4974_r0	ZNF660	464.99	622.96	464.99	622.96	0.42117	12478	6135.2	2.0169	0.97815	0.021854	0.043709	0.9996	True
s_5365_r0	MEF2B	204.86	100.14	204.86	100.14	-1.0253	5483.5	2703	2.015	0.021951	0.97805	0.043902	0.9996	False
s_2795_r0	NR1H3	242.98	129.65	242.98	129.65	-0.901	6421	3205.9	2.0016	0.022664	0.97734	0.045329	0.9996	False
s_2716_r0	TBX4	512.63	675.67	512.63	675.67	0.39772	13291	6763.8	1.9824	0.97628	0.023716	0.047432	0.9996	True
s_5454_r0	Non-Targeting Control	709.87	518.61	709.87	518.61	-0.45215	18290	9366.3	1.9762	0.024065	0.97594	0.04813	0.9996	False
s_49_r0	ASCL1	394.48	251.93	394.48	251.93	-0.64488	10160	5204.9	1.9759	0.024084	0.97592	0.048167	0.9996	False
s_957_r0	HSF4	260.13	144.41	260.13	144.41	-0.84462	6695.1	3432.2	1.9753	0.024119	0.97588	0.048238	0.9996	False
s_5187_r0	HES3	355.41	220.3	355.41	220.3	-0.68751	9126.9	4689.4	1.973	0.02425	0.97575	0.048501	0.9996	False
s_5367_r0	DUX4	258.22	144.41	258.22	144.41	-0.83406	6476.4	3407.1	1.9499	0.025594	0.97441	0.051189	0.9996	False
s_2964_r0	ARID5A	370.66	235.06	370.66	235.06	-0.65481	9193	4890.6	1.9389	0.026255	0.97375	0.052509	0.9996	False
s_5955_r0	Non-Targeting Control	639.36	462.74	639.36	462.74	-0.46555	15596	8436	1.9229	0.027246	0.97275	0.054492	0.9996	False
s_3156_r0	SPDEF	742.26	552.34	742.26	552.34	-0.42571	18036	9793.8	1.9191	0.027484	0.97252	0.054967	0.9996	False
s_5016_r0	ZFP69	421.16	278.28	421.16	278.28	-0.59607	10207	5556.9	1.9167	0.02764	0.97236	0.055279	0.9996	False
s_5940_r0	Non-Targeting Control	546.93	384.74	546.93	384.74	-0.50636	13153	7216.4	1.9093	0.028115	0.97189	0.056229	0.9996	False
s_778_r0	ONECUT1	582.19	415.31	582.19	415.31	-0.4863	13924	7681.6	1.904	0.028454	0.97155	0.056908	0.9996	False
s_2128_r0	TNFAIP3	928.07	1137.4	928.07	1137.4	0.2931	21901	12245	1.8913	0.97071	0.029292	0.058584	0.9996	True
s_3275_r0	GRHL1	317.3	195.01	317.3	195.01	-0.69948	7477.5	4186.5	1.89	0.029377	0.97062	0.058754	0.9996	False
s_880_r0	HOXC5	551.7	391.07	551.7	391.07	-0.49539	12901	7279.3	1.8827	0.02987	0.97013	0.05974	0.9996	False
s_2329_r0	ZNF76	42.878	87.489	42.878	87.489	1.012	995.08	565.75	1.8756	0.96852	0.031482	0.062964	0.9996	True
s_2836_r0	IKZF1	542.17	383.69	542.17	383.69	-0.49771	12558	7153.6	1.8738	0.030482	0.96952	0.060963	0.9996	False
s_2639_r0	MBD2	298.24	181.3	298.24	181.3	-0.71497	6837.2	3935.1	1.8641	0.031151	0.96885	0.062302	0.9996	False
s_5563_r0	Non-Targeting Control	247.74	141.25	247.74	141.25	-0.80623	5670.2	3268.8	1.8627	0.031251	0.96875	0.062502	0.9996	False
s_1181_r0	SMAD5	356.36	228.74	356.36	228.74	-0.63741	8144.3	4702	1.8612	0.031356	0.96864	0.062711	0.9996	False
s_5644_r0	Non-Targeting Control	785.14	973.98	785.14	973.98	0.31057	17829	10359	1.8553	0.96822	0.031779	0.063558	0.9996	True
s_881_r0	HOXC6	446.88	304.63	446.88	304.63	-0.55133	10118	5896.4	1.8525	0.031974	0.96803	0.063948	0.9996	False
s_905_r0	HOXC13	301.1	184.47	301.1	184.47	-0.70387	6801.7	3972.8	1.8504	0.032125	0.96788	0.064249	0.9996	False
s_919_r0	HOXD4	622.21	789.51	622.21	789.51	0.34307	13995	8209.7	1.8465	0.96759	0.032412	0.064824	0.9996	True
s_176_r0	CEBPA	793.72	605.05	793.72	605.05	-0.39102	17799	10473	1.8437	0.032616	0.96738	0.065232	0.9996	False
s_3492_r0	BATF3	865.18	668.29	865.18	668.29	-0.37204	19383	11416	1.8428	0.032679	0.96732	0.065359	0.9996	False
s_5804_r0	Non-Targeting Control	203.91	108.57	203.91	108.57	-0.90312	4544.6	2690.5	1.8386	0.032988	0.96701	0.065977	0.9996	False
s_969_r0	IRF8	990	781.08	990	781.08	-0.34158	21825	13063	1.828	0.033774	0.96623	0.067547	0.9996	False
s_872_r0	HOXB9	430.69	293.04	430.69	293.04	-0.55399	9473.7	5682.6	1.826	0.033926	0.96607	0.067851	0.9996	False
s_1581_r0	POU4F1	638.4	472.23	638.4	472.23	-0.43419	13807	8423.4	1.8106	0.035102	0.9649	0.070204	0.9996	False
s_385_r0	ELF5	897.58	700.97	897.58	700.97	-0.35624	19328	11843	1.8067	0.035407	0.96459	0.070815	0.9996	False
s_3900_r0	IRX1	820.4	632.45	820.4	632.45	-0.37485	17662	10825	1.8065	0.035424	0.96458	0.070847	0.9996	False
s_2456_r0	ZNF202	340.17	219.25	340.17	219.25	-0.63133	7310.2	4488.3	1.8049	0.035549	0.96445	0.071098	0.9996	False
s_155_r0	CD44	280.14	170.76	280.14	170.76	-0.71086	5981.3	3696.2	1.799	0.036006	0.96399	0.072012	0.9996	False
s_2393_r0	ZBTB16	318.25	203.44	318.25	203.44	-0.64302	6590.8	4199.1	1.7718	0.038217	0.96178	0.076434	0.9996	False
s_5674_r0	Non-Targeting Control	439.26	304.63	439.26	304.63	-0.52657	9062.6	5795.8	1.7684	0.038495	0.9615	0.076991	0.9996	False
s_1315_r0	MYOD1	181.04	94.868	181.04	94.868	-0.92514	3712.8	2388.7	1.7643	0.038837	0.96116	0.077674	0.9996	False
s_186_r0	CEBPE	295.38	185.52	295.38	185.52	-0.66813	6034.9	3897.4	1.7598	0.03922	0.96078	0.07844	0.9996	False
s_5372_r0	ZNF605	1194.9	1415.6	1194.9	1415.6	0.24442	24370	15766	1.7583	0.96065	0.03935	0.078699	0.9996	True
s_948_r0	HES1	352.55	472.23	352.55	472.23	0.42062	7161.5	4651.7	1.7547	0.96035	0.039653	0.079306	0.9996	True
s_3976_r0	NANOG	404.01	276.17	404.01	276.17	-0.54717	8170.9	5330.6	1.7509	0.039982	0.96002	0.079963	0.9996	False
s_4305_r0	ZNF561	432.59	300.41	432.59	300.41	-0.52459	8735.3	5707.8	1.7495	0.0401	0.9599	0.0802	0.9996	False
s_5778_r0	Non-Targeting Control	382.09	258.25	382.09	258.25	-0.56333	7668.1	5041.5	1.7441	0.040568	0.95943	0.081136	0.9996	False
s_432_r0	ERG	160.08	80.111	160.08	80.111	-0.9898	3197.4	2112.1	1.7427	0.040691	0.95931	0.081382	0.9996	False
s_4075_r0	ZNF484	147.69	224.52	147.69	224.52	0.60094	2951.4	1948.7	1.7404	0.95909	0.040908	0.081817	0.9996	True
s_967_r0	FOXN2	229.64	133.87	229.64	133.87	-0.77406	4585.6	3029.9	1.74	0.040933	0.95907	0.081866	0.9996	False
s_968_r0	FOXN2	609.82	454.31	609.82	454.31	-0.42389	12091	8046.2	1.7336	0.041491	0.95851	0.082982	0.9996	False
s_1714_r0	RREB1	225.82	320.44	225.82	320.44	0.50299	4476.3	2979.6	1.7334	0.95849	0.041514	0.083029	0.9996	True
s_2376_r0	ZNF135	491.67	352.06	491.67	352.06	-0.48068	9744.4	6487.3	1.7333	0.041525	0.95847	0.08305	0.9996	False
s_485_r0	MECOM	452.6	319.39	452.6	319.39	-0.5016	8872.8	5971.8	1.7238	0.04237	0.95763	0.08474	0.9996	False
s_4074_r0	ZNF484	357.32	239.28	357.32	239.28	-0.57653	6966.6	4714.6	1.7191	0.042797	0.9572	0.085595	0.9996	False
s_328_r0	E2F2	259.17	359.44	259.17	359.44	0.4703	5027	3419.6	1.7147	0.9568	0.043203	0.086406	0.9996	True
s_2145_r0	TRPS1	613.63	459.58	613.63	459.58	-0.41626	11866	8096.5	1.712	0.043445	0.95655	0.086891	0.9996	False
s_2161_r0	USF1	1530.3	1287	1530.3	1287	-0.24955	29580	20191	1.7117	0.043474	0.95653	0.086947	0.9996	False
s_2048_r0	TERF2	566.94	714.67	566.94	714.67	0.33355	10912	7480.5	1.708	0.95619	0.043814	0.087628	0.9996	True
s_5765_r0	Non-Targeting Control	230.59	324.66	230.59	324.66	0.4918	4424.6	3042.5	1.7055	0.95594	0.044056	0.088112	0.9996	True
s_544_r0	FOXE1	459.27	326.77	459.27	326.77	-0.48981	8778.6	6059.8	1.7022	0.044363	0.95564	0.088726	0.9996	False
s_3664_r0	ZBTB4	297.29	190.79	297.29	190.79	-0.63718	5670.9	3922.5	1.7004	0.044525	0.95548	0.08905	0.9996	False
s_4801_r0	TIGD1	814.68	990.84	814.68	990.84	0.2821	15516	10749	1.6991	0.95535	0.044651	0.089301	0.9996	True
s_1941_r0	TAL2	836.6	658.8	836.6	658.8	-0.34422	15805	11038	1.6922	0.0453	0.9547	0.090601	0.9996	False
s_4217_r0	TGIF2LX	264.89	165.49	264.89	165.49	-0.67538	4940.1	3495.1	1.6814	0.046346	0.95365	0.092691	0.9996	False
s_4520_r0	MESP2	268.7	168.65	268.7	168.65	-0.66877	5004.8	3545.4	1.6803	0.04645	0.95355	0.092899	0.9996	False
s_4845_r0	ZBTB12	169.61	248.76	169.61	248.76	0.5499	3133	2237.9	1.6733	0.95286	0.04714	0.09428	0.9996	True
s_1873_r0	SPI1	365.89	249.82	365.89	249.82	-0.54871	6736.5	4827.7	1.6706	0.047404	0.9526	0.094809	0.9996	False
s_2899_r0	DMRT2	326.83	436.39	326.83	436.39	0.416	6002.4	4312.3	1.6685	0.95239	0.047609	0.095218	0.9996	True
s_174_r0	CEBPA	257.27	160.22	257.27	160.22	-0.67983	4709	3394.5	1.6657	0.047883	0.95212	0.095767	0.9996	False
s_1092_r0	IRF2	108.62	46.38	108.62	46.38	-1.2102	1937.2	1433.2	1.6634	0.048114	0.95189	0.096228	0.9996	False
s_5098_r0	ZNF530	320.16	427.96	320.16	427.96	0.41757	5810.8	4224.3	1.6587	0.95141	0.048592	0.097184	0.9996	True
s_604_r0	GATA3	949.03	764.21	949.03	764.21	-0.31212	17079	12522	1.6516	0.049305	0.95069	0.09861	0.9996	False
s_5803_r0	Non-Targeting Control	243.93	150.73	243.93	150.73	-0.69081	4342.5	3218.5	1.6428	0.050214	0.94979	0.10043	0.9996	False
s_2910_r0	CTCF	688.91	532.31	688.91	532.31	-0.37142	12261	9089.7	1.6425	0.050247	0.94975	0.10049	0.9996	False
s_1692_r0	RFX3	560.27	419.53	560.27	419.53	-0.4165	9904.7	7392.5	1.637	0.050818	0.94918	0.10164	0.9996	False
s_2498_r0	PRRC2A	93.379	150.73	93.379	150.73	0.68501	1644.8	1232.1	1.634	0.94867	0.051328	0.10266	0.9996	True
s_5264_r0	ZNF674	478.33	348.9	478.33	348.9	-0.45406	8375.4	6311.2	1.6291	0.051641	0.94836	0.10328	0.9996	False
s_2811_r0	TOPORS	784.19	949.73	784.19	949.73	0.276	13702	10347	1.6274	0.94818	0.051824	0.10365	0.9996	True
s_3733_r0	PRDM12	271.56	368.93	271.56	368.93	0.44068	4740.4	3583.1	1.6267	0.94809	0.051905	0.10381	0.9996	True
s_1723_r0	RXRB	505.01	637.72	505.01	637.72	0.33603	8806.6	6663.3	1.6258	0.94801	0.051992	0.10398	0.9996	True
s_5440_r0	Non-Targeting Control	432.59	309.9	432.59	309.9	-0.47988	7526.4	5707.8	1.624	0.052193	0.94781	0.10439	0.9996	False
s_5451_r0	Non-Targeting Control	581.23	723.1	581.23	723.1	0.31459	10063	7669	1.62	0.94738	0.052616	0.10523	0.9996	True
s_3501_r0	ZNF821	500.24	368.93	500.24	368.93	-0.43826	8621.5	6600.4	1.6163	0.053015	0.94698	0.10603	0.9996	False
s_2803_r0	CEBPZ	114.34	177.09	114.34	177.09	0.62667	1968.5	1508.7	1.6154	0.9468	0.053197	0.10639	0.9996	True
s_293_r0	DLX3	268.7	172.87	268.7	172.87	-0.63336	4591.9	3545.4	1.6095	0.053755	0.94624	0.10751	0.9996	False
s_147_r0	CD1C	343.02	235.06	343.02	235.06	-0.54335	5827.9	4526	1.6048	0.054271	0.94573	0.10854	0.9996	False
s_3125_r0	ZNF281	117.2	180.25	117.2	180.25	0.61674	1987.6	1546.4	1.6033	0.94549	0.054511	0.10902	0.9996	True
s_451_r0	ESRRG	336.35	229.79	336.35	229.79	-0.54768	5677.8	4438	1.5996	0.054843	0.94516	0.10969	0.9996	False
s_4216_r0	ZNF30	695.58	848.54	695.58	848.54	0.2864	11699	9177.7	1.5967	0.94483	0.055167	0.11033	0.9996	True
s_606_r0	GATA4	588.86	729.43	588.86	729.43	0.30838	9880	7769.6	1.5948	0.94462	0.055384	0.11077	0.9996	True
s_2279_r0	ZNF28	229.64	317.28	229.64	317.28	0.46468	3840.8	3029.9	1.5922	0.94433	0.055665	0.11133	0.9996	True
s_3276_r0	GRHL1	413.53	296.2	413.53	296.2	-0.48007	6883.9	5456.3	1.5885	0.05609	0.94391	0.11218	0.9996	False
s_2972_r0	IL24	320.16	217.14	320.16	217.14	-0.55801	5305.9	4224.3	1.585	0.056487	0.94351	0.11297	0.9996	False
s_996_r0	IL2RA	1100.5	909.68	1100.5	909.68	-0.2745	18213	14521	1.5838	0.056614	0.94339	0.11323	0.9996	False
s_2573_r0	NR0B2	438.31	558.67	438.31	558.67	0.34933	7243	5783.2	1.5827	0.94325	0.056749	0.1135	0.9996	True
s_1460_r0	OTX2	597.43	737.86	597.43	737.86	0.30411	9859.9	7882.8	1.5817	0.94314	0.056864	0.11373	0.9996	True
s_1090_r0	IRF2	615.54	757.89	615.54	757.89	0.2997	10132	8121.6	1.5796	0.9429	0.057103	0.11421	0.9996	True
s_556_r0	FOXS1	142.93	74.84	142.93	74.84	-0.9243	2317.9	1885.8	1.5719	0.057986	0.94201	0.11597	0.9996	False
s_589_r0	GABPA	475.47	351.01	475.47	351.01	-0.43676	7744.9	6273.5	1.5713	0.058053	0.94195	0.11611	0.9996	False
s_1867_r0	SP3	260.13	352.06	260.13	352.06	0.43519	4226.3	3432.2	1.5693	0.94171	0.058288	0.11658	0.9996	True
s_3078_r0	MYT1L	361.13	252.98	361.13	252.98	-0.51178	5847.9	4764.9	1.5667	0.058591	0.94141	0.11718	0.9996	False
s_4986_r0	ZNF707	442.12	322.55	442.12	322.55	-0.45371	7148.4	5833.5	1.5655	0.058733	0.94127	0.11747	0.9996	False
s_1222_r0	MEIS1	541.21	408.99	541.21	408.99	-0.40329	8742.3	7141	1.5648	0.058819	0.94118	0.11764	0.9996	False
s_1001_r0	IL3	499.29	626.13	499.29	626.13	0.32599	8043.8	6587.8	1.5627	0.94094	0.059062	0.11812	0.9996	True
s_2440_r0	ZSCAN26	458.32	579.75	458.32	579.75	0.33842	7372.6	6047.2	1.5615	0.9408	0.059201	0.1184	0.9996	True
s_2765_r0	MAFB	543.12	411.09	543.12	411.09	-0.40095	8715.6	7166.2	1.5596	0.059424	0.94058	0.11885	0.9996	False
s_5635_r0	Non-Targeting Control	845.17	1009.8	845.17	1009.8	0.2565	13554	11152	1.5591	0.94051	0.059486	0.11897	0.9996	True
s_1969_r0	TBX15	466.89	589.23	466.89	589.23	0.33511	7483.6	6160.4	1.5587	0.94047	0.059532	0.11906	0.9996	True
s_163_r0	CDX1	203.91	123.33	203.91	123.33	-0.72083	3246.6	2690.5	1.5539	0.06011	0.93989	0.12022	0.9996	False
s_5581_r0	Non-Targeting Control	384.95	495.42	384.95	495.42	0.36315	6102	5079.2	1.5501	0.93944	0.060561	0.12112	0.9996	True
s_3453_r0	ZNF562	1056.7	873.84	1056.7	873.84	-0.27385	16720	13943	1.5487	0.060729	0.93927	0.12146	0.9996	False
s_4846_r0	ZBTB12	31.444	7.3786	31.444	7.3786	-1.9532	289.57	414.88	1.5454	0.061128	0.93887	0.12226	0.9996	False
