sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_5393_r0	ZNF891	19.87	279.48	19.87	279.48	3.7484	33699	138.84	22.033	1	7.3384e-108	1.4677e-107	8.8061e-104	True
s_1716_r0	RREB1	5.419	49.188	5.419	49.188	2.9669	957.88	37.865	7.113	1	7.0031e-13	1.4006e-12	4.2018e-09	True
s_3314_r0	IL22	242.05	34.655	242.05	34.655	-2.7691	21506	1691.3	5.0447	2.2717e-07	1	4.5433e-07	0.00084427	False
s_4986_r0	ZNF707	279.08	58.132	279.08	58.132	-2.2438	24409	1950	5.0035	2.8142e-07	1	5.6285e-07	0.00084427	False
s_956_r0	HSF2	152.64	2.2358	152.64	2.2358	-5.5692	11310	1066.5	4.8622	5.8054e-07	1	1.1611e-06	0.0013933	False
s_3921_r0	ZNF768	11.741	54.778	11.741	54.778	2.1302	926.08	82.04	4.7514	1	1.1189e-06	2.2378e-06	0.0022378	True
s_1341_r0	NFIA	65.932	165.45	65.932	165.45	1.3143	4952.1	460.69	4.6367	1	1.7721e-06	3.5442e-06	0.0026819	True
s_3092_r0	HIC2	70.447	173.28	70.447	173.28	1.2864	5287	492.24	4.6348	1	1.7879e-06	3.5758e-06	0.0026819	True
s_140_r0	CD1A	195.09	29.066	195.09	29.066	-2.7053	13781	1363.1	4.5006	3.3882e-06	1	6.7764e-06	0.0044085	False
s_3492_r0	BATF3	358.56	134.15	358.56	134.15	-1.4117	25180	2505.4	4.4834	3.6738e-06	1	7.3475e-06	0.0044085	False
s_3691_r0	ZNF410	231.21	52.542	231.21	52.542	-2.1167	15961	1615.6	4.4454	4.3864e-06	1	8.7728e-06	0.0047851	False
s_1949_r0	TBX1	114.7	239.23	114.7	239.23	1.054	7754	801.47	4.3988	0.99999	5.4425e-06	1.0885e-05	0.0054425	True
s_4935_r0	ZSCAN1	417.27	181.1	417.27	181.1	-1.1997	27886	2915.6	4.3737	6.1078e-06	0.99999	1.2216e-05	0.005638	False
s_3515_r0	ZNF334	307.08	109.56	307.08	109.56	-1.4785	19508	2145.7	4.2642	1.0032e-05	0.99999	2.0063e-05	0.0085284	False
s_5349_r0	SP9	231.21	60.367	231.21	60.367	-1.9199	14594	1615.6	4.2506	1.0661e-05	0.99999	2.1321e-05	0.0085284	False
s_5778_r0	Non-Targeting Control	134.57	258.24	134.57	258.24	0.93522	7646.6	940.31	4.0329	0.99997	2.7548e-05	5.5097e-05	0.020661	True
s_5456_r0	Non-Targeting Control	479.58	249.3	479.58	249.3	-0.94116	26517	3351	3.9782	3.4723e-05	0.99997	6.9445e-05	0.023285	False
s_3442_r0	FEV	458.81	233.64	458.81	233.64	-0.97057	25350	3205.9	3.9768	3.4928e-05	0.99997	6.9856e-05	0.023285	False
s_3756_r0	PKNOX2	333.27	143.09	333.27	143.09	-1.214	18084	2328.7	3.941	4.0576e-05	0.99996	8.1151e-05	0.025627	False
s_3984_r0	ZNF442	193.28	337.61	193.28	337.61	0.8015	10416	1350.5	3.9275	0.99996	4.292e-05	8.5841e-05	0.025752	True
s_3376_r0	ZNF571	176.12	42.481	176.12	42.481	-2.0263	8929.5	1230.6	3.8104	6.9361e-05	0.99993	0.00013872	0.038801	False
s_2127_r0	TNFAIP3	477.78	697.58	477.78	697.58	0.54507	24156	3338.4	3.8042	0.99993	7.1135e-05	0.00014227	0.038801	True
s_5251_r0	DPRX	80.382	168.81	80.382	168.81	1.0611	3909.3	561.66	3.731	0.9999	9.5382e-05	0.00019076	0.049764	True
s_3269_r0	CD274	582.55	346.55	582.55	346.55	-0.74761	27846	4070.5	3.6989	0.00010826	0.99989	0.00021651	0.054129	False
s_3175_r0	HINFP	152.64	269.42	152.64	269.42	0.81567	6819	1066.5	3.5759	0.99983	0.00017449	0.00034897	0.083754	True
s_3598_r0	PRDM9	78.576	160.98	78.576	160.98	1.0254	3395.2	549.04	3.5168	0.99978	0.00021848	0.00043697	0.10084	True
s_932_r0	HOXD10	233.02	372.27	233.02	372.27	0.67358	9695	1628.2	3.4509	0.99972	0.00027932	0.00055865	0.12256	True
s_1581_r0	POU4F1	256.5	110.67	256.5	110.67	-1.2053	10633	1792.3	3.4446	0.00028596	0.99971	0.00057192	0.12256	False
s_201_r0	CCR1	197.79	70.429	197.79	70.429	-1.4767	8111	1382.1	3.4261	0.0003062	0.99969	0.0006124	0.1267	False
s_503_r0	FOXF1	83.995	165.45	83.995	165.45	0.96965	3317.6	586.9	3.3624	0.99961	0.00038651	0.00077301	0.15047	True
s_759_r0	FOXA1	224.89	91.669	224.89	91.669	-1.2855	8873.9	1571.4	3.3607	0.00038871	0.99961	0.00077742	0.15047	False
s_5888_r0	Non-Targeting Control	195.09	71.547	195.09	71.547	-1.4345	7630.9	1363.1	3.3461	0.00040978	0.99959	0.00081956	0.15367	False
s_5454_r0	Non-Targeting Control	345.01	185.57	345.01	185.57	-0.89107	12710	2410.7	3.2473	0.0005826	0.99942	0.0011652	0.21186	False
s_5204_r0	ZNF880	235.73	107.32	235.73	107.32	-1.1279	8244.3	1647.1	3.164	0.00077821	0.99922	0.0015564	0.27361	False
s_2125_r0	TNFAIP3	168.89	277.24	168.89	277.24	0.71172	5869.9	1180.1	3.154	0.99919	0.00080514	0.0016103	0.27361	True
s_1936_r0	T	121.93	30.184	121.93	30.184	-1.979	4208.5	851.96	3.1484	0.00082083	0.99918	0.0016417	0.27361	False
s_3996_r0	ZNF614	103.86	187.81	103.86	187.81	0.8484	3523.4	725.74	3.1161	0.99908	0.00091649	0.001833	0.29724	True
s_1759_r0	CCL4	254.69	124.09	254.69	124.09	-1.0315	8528.9	1779.6	3.096	0.00098086	0.99902	0.0019617	0.30975	False
s_4148_r0	KDM2B	158.96	260.47	158.96	260.47	0.70897	5152.8	1110.7	3.0461	0.99884	0.0011593	0.0023187	0.35672	True
s_1880_r0	SPIB	196.89	84.962	196.89	84.962	-1.2029	6264.1	1375.8	3.0177	0.0012734	0.99873	0.0025469	0.37791	False
s_499_r0	FOXG1	244.76	368.91	244.76	368.91	0.58994	7707	1710.2	3.0021	0.99866	0.0013405	0.0026809	0.37791	True
s_150_r0	CD1D	329.66	185.57	329.66	185.57	-0.82559	10380	2303.4	3.0021	0.0013406	0.99866	0.0026811	0.37791	False
s_3062_r0	FOXJ3	244.76	120.73	244.76	120.73	-1.0135	7691.1	1710.2	2.999	0.0013542	0.99865	0.0027083	0.37791	False
s_1303_r0	MYCN	128.25	216.88	128.25	216.88	0.75334	3927.2	896.13	2.9605	0.99846	0.0015355	0.0030709	0.41876	True
s_1976_r0	TCF4	77.673	146.45	77.673	146.45	0.90626	2364.9	542.73	2.9521	0.99842	0.0015786	0.0031573	0.42097	True
s_2301_r0	ZNF41	121.03	36.891	121.03	36.891	-1.6872	3539.2	845.65	2.8958	0.001891	0.99811	0.003782	0.47399	False
s_244_r0	ATF6B	201.41	92.787	201.41	92.787	-1.1098	5899.2	1407.3	2.8955	0.001893	0.99811	0.003786	0.47399	False
s_4365_r0	DBX1	97.543	22.358	97.543	22.358	-2.0768	2826.3	681.56	2.895	0.001896	0.9981	0.0037919	0.47399	False
s_5547_r0	Non-Targeting Control	159.86	63.721	159.86	63.721	-1.3135	4621.5	1117	2.8767	0.0020092	0.99799	0.0040183	0.49204	False
s_4496_r0	ZFP28	187.86	291.78	187.86	291.78	0.63248	5399.3	1312.6	2.8682	0.99794	0.002064	0.004128	0.49536	True
s_3908_r0	BHLHE41	112.9	33.537	112.9	33.537	-1.7215	3148.9	788.85	2.8295	0.0023311	0.99767	0.0046621	0.54848	False
s_4049_r0	ZNF93	381.14	526.54	381.14	526.54	0.46518	10571	2663.2	2.8175	0.99758	0.0024198	0.0048396	0.55842	True
s_2924_r0	AP4B1	298.05	425.93	298.05	425.93	0.51362	8176.6	2082.6	2.8022	0.99746	0.0025376	0.0050753	0.57456	True
s_714_r0	HLA-DPB1	175.22	272.77	175.22	272.77	0.63563	4758.6	1224.3	2.7881	0.99735	0.0026507	0.0053014	0.58904	True
s_4744_r0	ZNF596	113.8	35.773	113.8	35.773	-1.6424	3044.1	795.16	2.7702	0.0028013	0.9972	0.0056026	0.60601	False
s_3510_r0	ZNF416	353.14	215.76	353.14	215.76	-0.70824	9437	2467.5	2.7657	0.0028403	0.99716	0.0056805	0.60601	False
s_737_r0	HLX	65.932	125.21	65.932	125.21	0.91503	1756.8	460.69	2.7617	0.99712	0.0028785	0.0057571	0.60601	True
s_556_r0	FOXS1	128.25	45.835	128.25	45.835	-1.4645	3396.2	896.13	2.7541	0.0029424	0.99706	0.0058848	0.60877	False
s_184_r0	CEBPD	249.28	135.27	249.28	135.27	-0.87707	6498.9	1741.8	2.7317	0.0031501	0.99685	0.0063003	0.64071	False
s_315_r0	DNMT1	317.01	190.05	317.01	190.05	-0.73517	8060.4	2215.1	2.6977	0.0034908	0.99651	0.0069815	0.69815	False
s_1277_r0	MXI1	127.35	206.81	127.35	206.81	0.69524	3157.5	889.82	2.664	0.99614	0.0038607	0.0077214	0.75948	True
s_3791_r0	PRDM15	176.12	267.18	176.12	267.18	0.5985	4146.3	1230.6	2.5959	0.99528	0.0047174	0.0094348	0.91304	True
s_2485_r0	ZNF232	218.57	117.38	218.57	117.38	-0.89123	5119.3	1527.2	2.5892	0.0048093	0.99519	0.0096187	0.91607	False
s_2399_r0	ZNF146	382.04	249.3	382.04	249.3	-0.61387	8810.8	2669.5	2.5693	0.0050955	0.9949	0.010191	0.94532	False
s_1235_r0	MEOX2	177.02	267.18	177.02	267.18	0.59116	4064.4	1236.9	2.5636	0.99482	0.00518	0.01036	0.94532	True
s_5097_r0	ZNF530	71.351	128.56	71.351	128.56	0.84055	1636.5	498.55	2.5622	0.9948	0.005204	0.010408	0.94532	True
s_3900_r0	IRX1	267.34	377.86	267.34	377.86	0.49759	6107	1868	2.5571	0.99472	0.005278	0.010556	0.94532	True
s_3327_r0	C6orf48	237.53	134.15	237.53	134.15	-0.81964	5344.2	1659.7	2.5377	0.0055797	0.99442	0.011159	0.98465	False
s_4306_r0	ZNF561	287.21	400.21	287.21	400.21	0.47726	6385.1	2006.8	2.5226	0.99418	0.005825	0.01165	0.99981	True
s_1007_r0	IL4	206.83	111.79	206.83	111.79	-0.88172	4515.8	1445.2	2.4999	0.0062113	0.99379	0.012423	0.99981	False
s_866_r0	HOXB8	172.51	86.08	172.51	86.08	-0.99458	3734.8	1205.4	2.4894	0.0063983	0.9936	0.012797	0.99981	False
s_296_r0	DLX3	227.6	128.56	227.6	128.56	-0.8192	4904.4	1590.3	2.4835	0.0065049	0.9935	0.01301	0.99981	False
s_5843_r0	Non-Targeting Control	69.544	124.09	69.544	124.09	0.82635	1487.6	485.93	2.4744	0.99332	0.006679	0.013358	0.99981	True
s_2673_r0	MED14	140.89	63.721	140.89	63.721	-1.1325	2977.9	984.48	2.4598	0.006951	0.99305	0.013902	0.99981	False
s_1601_r0	POU6F1	235.73	136.39	235.73	136.39	-0.785	4934.4	1647.1	2.4478	0.0071871	0.99281	0.014374	0.99981	False
s_1643_r0	PTPRC	280.89	173.28	280.89	173.28	-0.69373	5789.9	1962.7	2.429	0.0075701	0.99243	0.01514	0.99981	False
s_3919_r0	ZNF322	146.31	223.58	146.31	223.58	0.60836	2985.3	1022.3	2.4166	0.99217	0.0078327	0.015665	0.99981	True
s_5607_r0	Non-Targeting Control	13.548	36.891	13.548	36.891	1.3811	272.46	94.662	2.3993	0.99105	0.0089462	0.017892	0.99981	True
s_1587_r0	POU4F2	210.44	118.5	210.44	118.5	-0.82324	4226.5	1470.4	2.3976	0.0082504	0.99175	0.016501	0.99981	False
s_1890_r0	SREBF2	368.49	247.06	368.49	247.06	-0.57487	7373.2	2574.8	2.3932	0.0083521	0.99165	0.016704	0.99981	False
s_2975_r0	ATF7	55.094	10.061	55.094	10.061	-2.3423	1014	384.96	2.3915	0.0083896	0.99161	0.016779	0.99981	False
s_3669_r0	ZBTB26	472.36	336.49	472.36	336.49	-0.48808	9229.8	3300.5	2.3649	0.0090167	0.99098	0.018033	0.99981	False
s_534_r0	FOXJ1	51.481	96.141	51.481	96.141	0.88829	997.26	359.71	2.3547	0.9907	0.0092991	0.018598	0.99981	True
s_2522_r0	MTERF1	164.38	84.962	164.38	84.962	-0.944	3153.4	1148.6	2.3433	0.0095563	0.99044	0.019113	0.99981	False
s_2146_r0	TRPS1	128.25	58.132	128.25	58.132	-1.1282	2458.3	896.13	2.3427	0.0095727	0.99043	0.019145	0.99981	False
s_848_r0	HOXB3	237.53	332.02	237.53	332.02	0.48142	4463.9	1659.7	2.3193	0.98981	0.01019	0.02038	0.99981	True
s_4130_r0	ZNF594	0.90317	6.7075	0.90317	6.7075	2.0179	16.845	6.3108	2.3105	0.98371	0.016286	0.032572	0.99981	True
s_293_r0	DLX3	72.254	124.09	72.254	124.09	0.77198	1343.4	504.86	2.3069	0.98946	0.010536	0.021072	0.99981	True
s_2169_r0	VDR	758.66	591.38	758.66	591.38	-0.35884	13992	5301.1	2.2976	0.010791	0.98921	0.021583	0.99981	False
s_5997_r0	EGFP	224.89	134.15	224.89	134.15	-0.74106	4116.9	1571.4	2.2891	0.011038	0.98896	0.022076	0.99981	False
s_746_r0	NR4A1	259.21	162.1	259.21	162.1	-0.67394	4715.4	1811.2	2.2819	0.011248	0.98875	0.022497	0.99981	False
s_3587_r0	ARNTL2	410.04	532.13	410.04	532.13	0.3752	7452.8	2865.1	2.2809	0.98872	0.011278	0.022555	0.99981	True
s_1350_r0	NFATC4	125.54	58.132	125.54	58.132	-1.0976	2272	877.2	2.2764	0.011412	0.98859	0.022824	0.99981	False
s_5597_r0	Non-Targeting Control	73.157	22.358	73.157	22.358	-1.6666	1290.2	511.17	2.266	0.011726	0.98827	0.023453	0.99981	False
s_5385_r0	MICA	121.93	55.896	121.93	55.896	-1.1114	2180.1	851.96	2.2628	0.011825	0.98817	0.02365	0.99981	False
s_1886_r0	SREBF1	135.48	204.58	135.48	204.58	0.59105	2387.6	946.62	2.246	0.98765	0.012352	0.024704	0.99981	True
s_778_r0	ONECUT1	259.21	164.33	259.21	164.33	-0.6543	4500.8	1811.2	2.2293	0.012896	0.9871	0.025791	0.99981	False
s_4636_r0	NKX6-3	111.09	49.188	111.09	49.188	-1.1592	1915.9	776.23	2.2228	0.013115	0.98689	0.026229	0.99981	False
s_976_r0	IFNGR1	41.546	79.372	41.546	79.372	0.91767	715.41	290.3	2.2201	0.9867	0.013304	0.026609	0.99981	True
s_4674_r0	ZNF320	301.66	200.11	301.66	200.11	-0.58973	5156.4	2107.8	2.212	0.013485	0.98651	0.02697	0.99981	False
s_3189_r0	ZNF337	307.98	205.7	307.98	205.7	-0.58001	5231.1	2152	2.2049	0.01373	0.98627	0.02746	0.99981	False
s_5680_r0	Non-Targeting Control	235.73	146.45	235.73	146.45	-0.68303	3985.5	1647.1	2.1999	0.013908	0.98609	0.027816	0.99981	False
s_1251_r0	FOXO4	483.2	355.5	483.2	355.5	-0.4417	8153.6	3376.3	2.1977	0.013985	0.98602	0.02797	0.99981	False
s_1704_r0	RORA	117.41	179.98	117.41	179.98	0.61205	1957.6	820.4	2.1846	0.98554	0.01446	0.02892	0.99981	True
s_4573_r0	ZNF565	246.57	156.51	246.57	156.51	-0.65239	4055.2	1722.8	2.1697	0.015015	0.98498	0.03003	0.99981	False
s_2748_r0	ZNF432	260.11	167.69	260.11	167.69	-0.63032	4271.3	1817.5	2.168	0.01508	0.98492	0.03016	0.99981	False
s_4516_r0	GSC	106.57	165.45	106.57	165.45	0.62977	1733.3	744.67	2.1576	0.98452	0.015481	0.030962	0.99981	True
s_3210_r0	LHX6	226.7	140.86	226.7	140.86	-0.68267	3684.1	1584	2.1568	0.015512	0.98449	0.031023	0.99981	False
s_968_r0	FOXN2	212.25	295.13	212.25	295.13	0.47372	3434.9	1483	2.1523	0.98431	0.015688	0.031376	0.99981	True
s_343_r0	E2F6	87.608	140.86	87.608	140.86	0.67894	1417.8	612.15	2.1522	0.98431	0.015692	0.031385	0.99981	True
s_3501_r0	ZNF821	213.15	130.8	213.15	130.8	-0.7003	3391	1489.3	2.1339	0.016425	0.98358	0.032849	0.99981	False
s_121_r0	RUNX2	533.77	662.92	533.77	662.92	0.31209	8339.8	3729.7	2.1147	0.98277	0.017226	0.034452	0.99981	True
s_2167_r0	USF2	39.74	74.9	39.74	74.9	0.89768	618.14	277.67	2.11	0.98242	0.017578	0.035155	0.99981	True
s_5524_r0	Non-Targeting Control	255.6	166.57	255.6	166.57	-0.61475	3963	1786	2.1067	0.017574	0.98243	0.035148	0.99981	False
s_5729_r0	Non-Targeting Control	219.47	301.84	219.47	301.84	0.45796	3392.1	1533.5	2.1033	0.98228	0.017719	0.035437	0.99981	True
s_5040_r0	ZNF284	89.414	141.98	89.414	141.98	0.66115	1381.3	624.77	2.1028	0.98226	0.017743	0.035485	0.99981	True
s_5722_r0	Non-Targeting Control	513.9	639.45	513.9	639.45	0.31478	7880.6	3590.8	2.0951	0.98192	0.018083	0.036166	0.99981	True
s_5307_r0	ZNF736	792.99	947.99	792.99	947.99	0.25729	12014	5540.9	2.0824	0.98135	0.018653	0.037305	0.99981	True
s_3298_r0	SOX8	86.705	35.773	86.705	35.773	-1.254	1297	605.84	2.0737	0.019053	0.98095	0.038106	0.99981	False
s_3489_r0	BATF3	137.28	201.22	137.28	201.22	0.54835	2044.3	959.24	2.0646	0.98052	0.019482	0.038964	0.99981	True
s_573_r0	FOSB	206.83	285.07	206.83	285.07	0.46098	3060.9	1445.2	2.0582	0.98021	0.019787	0.039573	0.99981	True
s_3522_r0	ZNF701	259.21	346.55	259.21	346.55	0.41756	3814.5	1811.2	2.0523	0.97993	0.020068	0.040137	0.99981	True
s_2348_r0	ZNF90	506.68	628.27	506.68	628.27	0.30976	7392	3540.3	2.0435	0.9795	0.020502	0.041004	0.99981	True
s_589_r0	GABPA	174.31	244.82	174.31	244.82	0.4877	2485.9	1218	2.0204	0.97833	0.02167	0.043341	0.99981	True
s_5687_r0	Non-Targeting Control	165.28	233.64	165.28	233.64	0.49686	2336.8	1154.9	2.0117	0.97787	0.022126	0.044253	0.99981	True
s_5365_r0	MEF2B	147.22	82.726	147.22	82.726	-0.82397	2079.6	1028.7	2.0108	0.022172	0.97783	0.044344	0.99981	False
s_1167_r0	MXD1	162.57	230.29	162.57	230.29	0.49979	2293	1135.9	2.0093	0.97775	0.022254	0.044509	0.99981	True
s_3119_r0	HEY1	283.6	194.52	283.6	194.52	-0.54162	3967.5	1981.6	2.0011	0.022691	0.97731	0.045383	0.99981	False
s_3359_r0	LEF1	75.866	121.85	75.866	121.85	0.67651	1057.4	530.11	1.9973	0.97709	0.022906	0.045813	0.99981	True
s_1106_r0	IRF6	138.19	200.11	138.19	200.11	0.53096	1917.2	965.55	1.9928	0.97686	0.023144	0.046288	0.99981	True
s_1404_r0	NFYC	132.77	72.665	132.77	72.665	-0.86067	1806.1	927.69	1.9734	0.024226	0.97577	0.048452	0.99981	False
s_891_r0	HOXC9	279.08	192.28	279.08	192.28	-0.53514	3767	1950	1.9656	0.024673	0.97533	0.049347	0.99981	False
s_3444_r0	FEV	140.89	79.372	140.89	79.372	-0.82006	1892.5	984.48	1.9609	0.024948	0.97505	0.049896	0.99981	False
s_2795_r0	NR1H3	143.6	81.608	143.6	81.608	-0.80776	1921.8	1003.4	1.9572	0.025161	0.97484	0.050323	0.99981	False
s_2122_r0	TNF	248.37	329.79	248.37	329.79	0.40759	3314	1735.5	1.9543	0.97467	0.025334	0.050669	0.99981	True
s_3117_r0	HEY1	121.03	177.75	121.03	177.75	0.55076	1608.8	845.65	1.9506	0.97445	0.025552	0.051104	0.99981	True
s_1760_r0	CCL4	131.86	72.665	131.86	72.665	-0.8509	1752.2	921.37	1.9504	0.025566	0.97443	0.051131	0.99981	False
s_681_r0	HIC1	190.57	261.59	190.57	261.59	0.45496	2522.1	1331.6	1.9463	0.97419	0.025807	0.051615	0.99981	True
s_606_r0	GATA4	242.05	321.96	242.05	321.96	0.4101	3192.8	1691.3	1.9431	0.974	0.026003	0.052006	0.99981	True
s_6000_r0	EGFP	82.189	128.56	82.189	128.56	0.63917	1075.2	574.28	1.935	0.9735	0.0265	0.053001	0.99981	True
s_5817_r0	Non-Targeting Control	167.99	101.73	167.99	101.73	-0.71807	2195.2	1173.8	1.934	0.026558	0.97344	0.053115	0.99981	False
s_1639_r0	PTEN	291.72	378.97	291.72	378.97	0.37636	3806.2	2038.4	1.9325	0.97335	0.026649	0.053299	0.99981	True
s_2725_r0	NR1D1	179.73	248.18	179.73	248.18	0.46333	2342.4	1255.8	1.9314	0.97329	0.026714	0.053429	0.99981	True
s_3695_r0	NEUROD4	98.446	148.68	98.446	148.68	0.58993	1261.9	687.88	1.9154	0.97228	0.02772	0.05544	0.99981	True
s_2760_r0	SETDB1	330.56	422.57	330.56	422.57	0.35333	4233.1	2309.7	1.9145	0.97222	0.027777	0.055554	0.99981	True
s_872_r0	HOXB9	124.64	181.1	124.64	181.1	0.53548	1594.1	870.89	1.9134	0.97215	0.027852	0.055703	0.99981	True
s_957_r0	HSF4	120.12	64.839	120.12	64.839	-0.87944	1528.1	839.33	1.9084	0.028167	0.97183	0.056334	0.99981	False
s_3812_r0	SOX17	199.6	128.56	199.6	128.56	-0.6307	2523.4	1394.7	1.9023	0.028569	0.97143	0.057138	0.99981	False
s_217_r0	CCR6	269.15	186.69	269.15	186.69	-0.52537	3399.3	1880.6	1.9013	0.028629	0.97137	0.057259	0.99981	False
s_985_r0	IL1R1	200.5	271.65	200.5	271.65	0.43626	2531.1	1401	1.9009	0.97134	0.028659	0.057318	0.99981	True
s_4338_r0	ZNF554	76.77	120.73	76.77	120.73	0.64647	966.48	536.42	1.8983	0.97116	0.028843	0.057686	0.99981	True
s_692_r0	HIVEP1	674.67	544.43	674.67	544.43	-0.30894	8481.8	4714.2	1.897	0.028917	0.97108	0.057834	0.99981	False
s_5873_r0	Non-Targeting Control	9.9349	25.712	9.9349	25.712	1.2886	124.46	69.419	1.8936	0.96702	0.032982	0.065964	0.99981	True
s_1067_r0	IL17A	331.46	240.35	331.46	240.35	-0.46206	4150.7	2316.1	1.8932	0.029164	0.97084	0.058328	0.99981	False
s_4900_r0	NCR3	168.89	103.97	168.89	103.97	-0.6947	2107.8	1180.1	1.89	0.029378	0.97062	0.058757	0.99981	False
s_2766_r0	MAFB	168.89	103.97	168.89	103.97	-0.6947	2107.8	1180.1	1.89	0.029378	0.97062	0.058757	0.99981	False
s_3418_r0	SIX4	383.85	286.19	383.85	286.19	-0.4223	4768.9	2682.1	1.8858	0.029663	0.97034	0.059327	0.99981	False
s_1050_r0	IL12RB1	25.289	50.306	25.289	50.306	0.96469	312.94	176.7	1.882	0.9692	0.030797	0.061594	0.99981	True
s_3417_r0	SIX4	110.19	58.132	110.19	58.132	-0.91099	1354.9	769.92	1.8766	0.03029	0.96971	0.060579	0.99981	False
s_5922_r0	Non-Targeting Control	232.12	307.43	232.12	307.43	0.40389	2835.9	1621.9	1.8701	0.96926	0.030738	0.061476	0.99981	True
s_4228_r0	ZNF766	564.48	447.17	564.48	447.17	-0.33545	6881.5	3944.2	1.868	0.030881	0.96912	0.061763	0.99981	False
s_881_r0	HOXC6	173.41	108.44	173.41	108.44	-0.67236	2110.6	1211.7	1.8665	0.030985	0.96901	0.061971	0.99981	False
s_1105_r0	IRF6	281.79	364.44	281.79	364.44	0.36991	3415.6	1969	1.8626	0.96874	0.031256	0.062512	0.99981	True
s_5855_r0	Non-Targeting Control	468.75	362.2	468.75	362.2	-0.3711	5675.5	3275.3	1.8616	0.031328	0.96867	0.062656	0.99981	False
s_4075_r0	ZNF484	57.803	95.023	57.803	95.023	0.70749	692.66	403.89	1.852	0.96792	0.032077	0.064153	0.99981	True
s_2817_r0	OLIG2	184.25	250.41	184.25	250.41	0.44061	2189	1287.4	1.8441	0.96741	0.032586	0.065172	0.99981	True
s_703_r0	HLA-B	258.31	179.98	258.31	179.98	-0.5188	3067.2	1804.9	1.8436	0.032622	0.96738	0.065244	0.99981	False
s_1053_r0	IL12RB2	311.59	225.82	311.59	225.82	-0.46275	3678.7	2177.2	1.8383	0.033011	0.96699	0.066022	0.99981	False
s_4832_r0	ZNF25	177.92	242.59	177.92	242.59	0.44509	2090.7	1243.2	1.8339	0.96667	0.033333	0.066666	0.99981	True
s_5244_r0	FOXB2	51.481	86.08	51.481	86.08	0.73054	598.54	359.71	1.8242	0.96583	0.034172	0.068343	0.99981	True
s_3090_r0	HIC2	234.82	160.98	234.82	160.98	-0.5419	2726.5	1640.8	1.823	0.03415	0.96585	0.0683	0.99981	False
s_3406_r0	ZNF581	94.833	48.07	94.833	48.07	-0.96567	1093.4	662.63	1.8181	0.034527	0.96547	0.069054	0.99981	False
s_5270_r0	SCX	307.08	391.27	307.08	391.27	0.34855	3544.2	2145.7	1.8176	0.96544	0.034565	0.06913	0.99981	True
s_4168_r0	ZNF341	393.78	298.48	393.78	298.48	-0.39858	4541	2751.5	1.8168	0.034625	0.96538	0.069249	0.99981	False
s_1435_r0	NRF1	106.57	57.014	106.57	57.014	-0.89087	1228.1	744.67	1.8168	0.034628	0.96537	0.069255	0.99981	False
s_538_r0	FOXC2	138.19	194.52	138.19	194.52	0.49029	1586.7	965.55	1.8129	0.96507	0.034925	0.069851	0.99981	True
s_5245_r0	FOXB2	175.22	111.79	175.22	111.79	-0.64368	2011.3	1224.3	1.8126	0.034944	0.96506	0.069888	0.99981	False
s_5583_r0	Non-Targeting Control	200.5	268.3	200.5	268.3	0.4184	2298.1	1401	1.8113	0.96495	0.035049	0.070098	0.99981	True
s_964_r0	HSPA1B	154.44	95.023	154.44	95.023	-0.69493	1765.3	1079.1	1.8088	0.03524	0.96476	0.07048	0.99981	False
s_917_r0	HOXD4	55.094	90.551	55.094	90.551	0.70675	628.63	384.96	1.8072	0.96455	0.035454	0.070909	0.99981	True
s_2712_r0	ONECUT2	211.34	280.6	211.34	280.6	0.40724	2398.1	1476.7	1.8022	0.96424	0.035758	0.071516	0.99981	True
s_4565_r0	ZNF563	126.44	179.98	126.44	179.98	0.506	1433.3	883.51	1.8013	0.96417	0.035831	0.071663	0.99981	True
s_652_r0	NR3C1	288.11	368.91	288.11	368.91	0.35556	3264.4	2013.1	1.8008	0.96414	0.035863	0.071727	0.99981	True
s_5530_r0	Non-Targeting Control	86.705	42.481	86.705	42.481	-1.0123	977.87	605.84	1.7993	0.035985	0.96402	0.07197	0.99981	False
s_2064_r0	TFAP4	174.31	111.79	174.31	111.79	-0.63627	1954.4	1218	1.7914	0.036611	0.96339	0.073222	0.99981	False
s_5174_r0	SKOR1	23.482	4.4717	23.482	4.4717	-2.1617	180.71	164.08	1.79	0.036729	0.96327	0.073457	0.99981	False
s_2275_r0	ZNF26	288.11	207.93	288.11	207.93	-0.46859	3214.4	2013.1	1.787	0.036968	0.96303	0.073937	0.99981	False
s_4387_r0	JDP2	4.5159	14.533	4.5159	14.533	1.4937	50.171	31.554	1.7833	0.95278	0.047223	0.094447	0.99981	True
s_3484_r0	ZNF331	270.95	193.4	270.95	193.4	-0.48433	3007.2	1893.2	1.7823	0.037347	0.96265	0.074693	0.99981	False
s_3735_r0	PRDM12	92.124	46.952	92.124	46.952	-0.95754	1020.2	643.7	1.7821	0.037369	0.96263	0.074738	0.99981	False
s_2577_r0	FOXN1	391.98	485.18	391.98	485.18	0.30703	4343	2738.9	1.7808	0.96253	0.037469	0.074938	0.99981	True
s_5719_r0	Non-Targeting Control	371.2	280.6	371.2	280.6	-0.40246	4104.8	2593.7	1.7791	0.037613	0.96239	0.075225	0.99981	False
